Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
7163,48964,1,0,8.0,0,0,0,5,2,1,2,1,3,4,5,5,5,5,5,5,3,0,0,satisfied
7164,127329,0,0,7.0,0,1,1,3,3,3,3,3,4,5,5,5,5,5,3,5,5,1,0,satisfied
7169,44086,0,0,8.0,0,1,1,4,4,4,4,4,4,5,4,4,4,4,3,4,5,0,0,satisfied
7172,96426,0,0,8.0,0,1,0,1,1,1,1,4,4,4,4,4,4,4,3,4,5,4,4,satisfied
7179,65080,1,0,7.0,1,0,0,4,4,4,3,4,4,4,5,5,4,5,4,5,4,0,0,satisfied
7184,26563,1,0,6.0,0,1,8,1,1,1,1,5,4,4,4,4,4,4,3,4,3,2,2,satisfied
7187,44172,1,0,8.0,0,1,6,5,3,5,5,1,5,2,4,4,4,4,4,4,5,0,1,satisfied
7188,87891,1,0,7.0,0,1,8,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0,0,satisfied
7191,33934,0,0,7.0,0,1,8,4,4,4,4,1,5,1,5,5,5,5,3,5,1,0,3,satisfied
7194,18330,0,0,5.0,0,1,1,3,3,3,3,3,3,1,3,3,3,3,1,3,5,4,2,satisfied
7197,126129,0,0,5.0,0,1,5,4,4,4,4,3,5,4,5,5,5,5,3,5,3,0,0,satisfied
7198,94269,1,0,6.0,0,1,0,3,3,3,3,3,4,4,4,4,4,4,3,4,4,0,0,satisfied
7200,37208,0,1,2.0,0,0,1,5,5,5,2,3,5,1,3,3,5,3,2,2,3,0,0,satisfied
7202,123461,0,0,6.0,0,1,7,3,3,3,3,5,3,4,5,5,5,5,3,5,4,0,0,satisfied
7203,76207,1,0,7.0,0,1,7,1,1,1,1,4,5,5,5,5,5,5,5,5,3,3,4,satisfied
7205,59027,0,0,7.0,0,1,6,5,5,5,5,5,4,4,5,5,5,5,3,5,3,0,0,satisfied
7206,105336,1,0,7.0,0,1,9,4,4,4,4,2,5,4,3,3,4,3,5,3,4,4,3,satisfied
7207,103310,0,0,4.0,0,1,4,1,1,1,1,4,5,4,3,3,4,3,3,3,5,2,3,satisfied
7209,24086,1,0,8.0,1,0,2,5,4,5,2,4,4,5,3,3,5,3,4,3,4,0,0,satisfied
7212,74095,0,0,8.0,0,1,1,2,2,2,2,4,4,4,4,4,4,4,3,4,5,0,0,satisfied
7217,111873,1,0,8.0,0,1,8,4,4,2,4,5,4,5,5,5,4,5,5,5,3,1,1,satisfied
7219,126452,0,0,7.0,0,1,6,2,2,2,2,4,3,5,4,4,5,4,3,4,5,4,4,satisfied
7220,16895,0,0,5.0,1,0,2,5,2,5,4,3,5,3,3,2,5,4,1,3,3,0,0,satisfied
7223,87756,1,0,8.0,0,1,8,4,4,4,4,2,4,4,4,4,4,5,4,4,5,0,0,satisfied
7226,15464,1,0,,0,1,0,2,2,2,2,2,2,4,5,5,5,5,3,5,4,0,0,satisfied
7228,45545,0,0,8.0,1,0,1,5,5,5,3,3,5,3,3,4,5,5,4,5,3,0,0,satisfied
7229,78733,1,0,7.0,0,1,8,1,1,1,1,5,4,4,5,5,5,5,3,5,3,0,0,satisfied
7231,54229,1,0,2.0,0,0,4,5,4,4,4,5,5,4,5,5,2,5,2,5,5,4,2,satisfied
7232,70101,0,0,8.0,0,1,8,5,5,5,5,2,4,4,5,5,5,5,5,5,4,4,4,satisfied
7234,2135,1,0,7.0,1,0,1,5,3,5,1,2,5,2,2,2,5,2,2,2,5,2,3,satisfied
7235,69343,0,0,3.0,0,1,8,4,2,4,4,4,4,4,4,5,4,4,5,4,4,0,0,satisfied
7236,45987,0,0,8.0,0,0,1,4,3,3,3,4,4,4,4,3,2,4,2,2,4,0,1,satisfied
7239,112389,1,0,2.0,0,1,8,4,4,4,4,4,4,4,4,5,3,5,5,5,4,4,4,satisfied
7244,17490,1,0,7.0,0,1,8,3,3,3,3,4,5,2,5,5,5,5,4,5,2,0,0,satisfied
7245,117715,0,0,1.0,1,0,3,5,5,5,4,4,5,4,4,3,2,4,5,4,4,3,2,satisfied
7246,44651,1,0,8.0,0,1,0,3,3,3,3,2,5,1,5,5,5,5,1,5,1,0,0,satisfied
7248,87686,0,0,2.0,1,0,1,4,4,4,3,4,4,4,4,5,4,4,3,5,4,4,3,satisfied
7253,69698,0,0,8.0,0,1,4,4,4,4,4,5,5,4,5,5,4,5,4,5,4,0,1,satisfied
7266,6102,0,0,8.0,0,1,1,4,4,4,4,3,4,4,3,3,3,3,5,3,3,1,0,satisfied
7269,48945,0,0,7.0,0,0,0,5,2,2,2,5,5,5,5,1,2,1,3,5,5,0,0,satisfied
7271,116582,0,0,8.0,0,1,6,4,4,4,4,2,4,4,4,4,4,4,4,4,4,0,0,satisfied
7273,89603,1,0,2.0,0,1,6,1,1,1,1,4,4,4,4,3,2,4,4,5,4,4,4,satisfied
7277,30544,0,0,2.0,0,0,2,5,2,2,2,5,5,5,5,5,5,5,3,5,5,1,1,satisfied
7286,81209,1,0,3.0,0,1,5,2,2,2,2,5,5,5,5,3,4,5,5,5,5,1,1,satisfied
7293,33478,1,0,4.0,0,1,7,3,3,3,3,2,5,5,4,4,4,4,1,4,4,4,3,satisfied
7301,17803,0,0,7.0,0,0,2,4,2,2,2,4,4,4,4,5,1,1,5,3,4,0,0,satisfied
7306,99478,1,0,7.0,0,1,9,2,2,2,2,5,5,4,4,4,4,4,3,4,4,0,0,satisfied
7307,57547,1,0,6.0,0,1,6,1,1,4,1,4,4,4,4,4,4,4,3,4,5,0,0,satisfied
7312,26140,1,0,3.0,0,1,8,1,1,1,1,5,5,5,5,1,3,3,1,2,5,2,1,satisfied
7318,18601,1,0,5.0,0,1,8,5,5,4,5,2,1,3,4,4,5,3,3,4,1,2,1,satisfied
7320,64468,0,0,5.0,0,1,0,2,2,2,2,3,4,5,4,4,4,5,3,4,5,0,0,satisfied
7321,57959,1,0,8.0,0,1,6,2,2,2,2,5,5,4,4,4,4,4,4,4,5,0,0,satisfied
7323,72963,1,0,8.0,0,1,3,5,5,5,5,3,4,5,4,4,4,4,4,4,3,0,0,satisfied
7324,115342,1,0,6.0,0,1,8,5,5,3,5,4,4,4,4,4,4,4,3,4,3,3,0,satisfied
7326,57519,0,0,3.0,0,1,9,2,2,2,2,5,5,5,5,4,4,5,3,5,5,0,0,satisfied
7327,112198,0,0,7.0,0,1,1,1,1,1,1,2,4,4,5,5,5,5,3,5,5,3,3,satisfied
7328,13816,0,0,8.0,0,1,0,3,3,3,3,3,4,5,4,4,4,4,3,4,3,0,1,satisfied
7329,86452,0,0,4.0,0,1,2,4,4,4,4,4,4,5,3,3,3,3,4,3,4,0,2,satisfied
7330,113262,0,0,7.0,0,1,0,3,1,3,3,3,5,4,4,4,4,4,3,4,4,0,0,satisfied
7334,12618,1,0,8.0,0,1,1,1,1,1,1,2,2,1,4,4,4,4,3,4,4,0,0,satisfied
7336,115171,1,0,6.0,0,1,6,5,5,3,5,3,4,4,3,3,3,3,3,3,5,0,0,satisfied
7340,31922,1,0,8.0,0,1,6,3,3,3,3,4,5,4,5,5,5,4,3,5,3,0,1,satisfied
7341,85931,1,0,6.0,0,1,8,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,0,satisfied
7343,22787,1,0,5.0,0,1,8,1,1,1,1,5,1,2,5,5,5,5,2,5,2,2,1,satisfied
7346,103372,1,0,8.0,0,1,9,1,1,1,1,5,5,5,4,4,4,4,3,4,3,3,0,satisfied
7351,104240,1,0,8.0,0,1,8,2,2,2,2,4,4,5,4,4,4,4,4,4,4,0,0,satisfied
7352,36032,1,0,2.0,0,0,1,4,4,4,4,4,4,4,4,3,2,2,5,3,4,0,0,satisfied
7355,43308,0,0,7.0,0,1,9,5,5,2,5,5,4,1,4,4,4,4,2,4,2,0,0,satisfied
7358,94225,0,1,7.0,0,1,0,4,4,4,5,4,4,4,4,5,5,5,4,5,4,0,0,satisfied
7359,108113,1,1,2.0,0,1,2,0,2,0,2,3,0,3,3,5,5,5,4,5,3,4,4,satisfied
7360,66395,0,0,7.0,0,1,5,5,5,5,5,3,5,4,4,4,4,4,3,4,3,0,0,satisfied
7365,38060,0,0,3.0,0,1,6,2,2,2,2,5,5,5,5,5,4,3,5,4,5,0,0,satisfied
7367,729,1,1,5.0,0,1,0,2,2,2,4,3,2,3,3,3,5,5,3,4,3,4,4,satisfied
7369,87894,0,0,7.0,0,1,0,1,1,1,1,2,4,5,5,5,5,5,3,5,4,1,0,satisfied
7370,37448,0,0,8.0,0,1,2,5,5,5,5,4,4,4,1,1,5,5,4,3,4,5,5,satisfied
7371,102316,0,0,5.0,0,1,6,2,2,5,2,2,5,4,5,5,5,5,3,5,4,0,0,satisfied
7372,74785,0,0,7.0,0,1,8,5,5,5,5,3,4,5,5,5,5,5,5,5,3,0,1,satisfied
7374,42195,0,0,8.0,0,1,1,2,2,2,2,3,5,3,4,4,5,4,4,4,4,4,4,satisfied
7377,387,1,0,8.0,0,1,8,4,4,4,4,3,5,4,4,4,4,4,4,4,5,0,0,satisfied
7378,100312,0,0,6.0,0,1,2,5,5,5,5,3,4,5,5,5,5,5,5,5,4,3,2,satisfied
7380,117885,0,0,7.0,0,1,0,3,3,3,3,2,4,4,5,5,5,5,4,5,5,4,4,satisfied
7381,70094,0,0,8.0,0,1,8,4,4,4,4,5,4,4,4,4,4,4,5,4,3,0,0,satisfied
7382,79458,0,0,6.0,0,1,7,4,4,4,4,4,5,4,5,5,5,5,4,5,5,4,3,satisfied
7384,24459,0,0,5.0,0,1,8,1,1,1,1,1,1,2,5,5,5,5,2,5,1,0,0,satisfied
7386,6198,1,0,8.0,1,2,1,5,3,2,4,2,4,4,4,4,3,3,4,1,4,4,5,satisfied
7388,91538,0,1,6.0,0,1,1,5,5,5,1,4,5,4,4,4,3,5,5,4,4,3,3,satisfied
7389,35386,0,0,5.0,0,0,1,5,1,1,1,5,5,5,5,4,1,5,1,5,5,1,2,satisfied
7390,63678,0,0,8.0,0,1,7,4,4,4,4,5,4,5,3,3,4,3,4,3,4,0,0,satisfied
7392,110887,0,0,2.0,0,1,6,1,1,1,1,5,5,5,5,3,4,5,4,5,5,0,0,satisfied
7393,78256,0,0,8.0,0,1,8,5,5,5,5,5,5,5,3,3,5,4,5,4,5,5,5,satisfied
7394,17651,0,0,3.0,0,1,6,1,1,1,1,4,4,4,4,3,5,5,2,5,4,4,4,satisfied
7395,12999,0,0,8.0,0,0,0,4,1,2,1,4,4,4,4,2,4,3,3,3,4,0,0,satisfied
7400,31023,1,0,2.0,1,0,0,5,5,5,1,3,5,3,3,5,4,5,3,4,3,0,0,satisfied
7401,52549,0,0,6.0,0,1,0,1,1,1,1,3,2,2,4,4,5,4,5,4,2,0,2,satisfied
7407,73816,1,0,8.0,0,1,6,2,2,2,2,3,4,4,5,5,5,4,5,5,5,0,0,satisfied
7411,129534,0,0,3.0,0,1,7,3,3,3,3,5,5,5,5,3,2,5,3,4,5,0,0,satisfied
7412,28587,1,0,6.0,1,0,8,4,5,4,3,2,4,2,2,5,2,4,5,4,2,2,0,satisfied
7415,35178,0,1,2.0,0,1,3,4,5,4,3,1,4,1,1,3,3,5,2,4,1,0,1,satisfied
7416,33835,0,0,7.0,0,0,6,5,5,5,5,5,5,5,5,3,1,5,1,5,5,0,0,satisfied
7417,31168,1,0,7.0,0,1,1,1,1,5,1,4,2,3,4,4,4,4,3,4,2,0,0,satisfied
7418,75534,1,0,5.0,1,1,0,5,4,5,3,3,4,4,2,2,5,2,4,2,3,0,0,satisfied
7421,114387,0,0,7.0,0,1,8,1,1,1,1,5,4,4,4,4,4,4,4,4,4,2,2,satisfied
7424,16385,1,0,6.0,0,0,1,5,5,2,5,4,5,4,4,3,1,2,5,5,4,2,0,satisfied
7425,48607,1,0,2.0,0,2,2,3,5,5,5,3,4,3,3,5,4,4,5,1,3,1,0,satisfied
7426,27355,0,0,3.0,0,0,3,0,1,1,3,2,1,2,2,2,2,5,1,4,2,0,0,satisfied
7433,30543,0,0,7.0,0,1,3,1,1,1,1,5,5,1,4,4,3,4,3,4,3,0,0,satisfied
7435,43857,1,0,5.0,0,0,0,3,3,4,3,3,3,3,3,4,3,5,5,1,3,0,0,satisfied
7436,12101,1,0,5.0,0,1,7,3,3,3,3,5,3,1,4,4,3,4,4,4,4,4,4,satisfied
7437,91536,1,0,7.0,0,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,0,0,satisfied
7440,44357,0,0,3.0,0,1,8,5,5,5,5,3,3,3,3,2,1,3,2,4,3,3,3,satisfied
7441,128340,0,0,7.0,0,1,5,3,3,3,3,2,5,5,5,5,5,5,3,5,5,0,3,satisfied
7442,75537,1,0,5.0,0,1,8,5,5,5,5,2,4,4,5,5,5,5,3,5,3,0,0,satisfied
7443,26009,0,0,2.0,0,0,1,0,3,0,3,3,0,3,3,2,3,2,5,5,3,0,0,satisfied
7445,54324,1,0,6.0,0,1,8,5,5,5,5,2,2,3,4,4,4,4,1,4,4,0,0,satisfied
7449,121135,0,0,6.0,0,1,7,4,4,4,4,2,2,2,4,4,5,4,2,5,2,0,0,satisfied
7451,12330,0,0,2.0,0,0,0,5,3,3,3,5,5,5,5,5,2,2,5,1,5,0,0,satisfied
7452,27068,1,0,1.0,0,1,4,2,2,2,2,5,5,5,5,2,3,5,1,4,5,0,0,satisfied
7454,40540,1,0,3.0,0,1,8,0,5,0,2,5,5,5,5,4,3,4,5,1,5,0,0,satisfied
7458,6666,1,0,8.0,0,1,1,2,2,1,2,4,4,4,4,4,4,4,5,4,3,0,0,satisfied
7462,57192,0,0,7.0,0,1,5,5,1,5,5,5,5,5,5,5,5,5,4,5,3,0,0,satisfied
7463,20623,0,0,8.0,0,1,2,4,4,4,4,4,3,3,4,4,4,4,1,4,4,0,0,satisfied
7464,106317,0,0,8.0,0,1,8,2,1,2,2,4,4,5,5,5,5,5,3,5,5,3,1,satisfied
7465,10943,0,0,8.0,0,1,7,5,5,5,5,3,4,5,5,5,5,4,4,5,5,0,0,satisfied
7467,92333,0,0,3.0,0,1,7,5,5,5,5,4,4,4,3,5,5,5,4,5,4,0,2,satisfied
7472,5218,0,0,8.0,0,1,7,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0,0,satisfied
7478,114607,1,0,8.0,0,1,0,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0,satisfied
7482,89114,1,0,3.0,0,1,6,1,1,4,1,5,5,5,5,3,4,4,4,4,5,0,0,satisfied
7483,4342,1,0,6.0,1,1,1,5,5,5,2,4,4,4,2,2,5,4,4,2,5,0,0,satisfied
7493,122910,1,0,4.0,0,1,0,5,5,5,5,2,4,4,4,4,4,4,3,4,4,0,2,satisfied
7494,79230,0,1,2.0,0,1,5,5,0,5,1,5,5,5,4,3,4,5,5,4,5,5,5,satisfied
7495,123412,0,0,8.0,0,1,4,1,1,1,1,4,5,4,5,5,5,5,5,5,4,0,0,satisfied
7496,85179,1,0,7.0,0,1,9,1,1,1,1,3,5,5,4,4,5,4,3,4,3,0,0,satisfied
7504,74112,1,1,2.0,0,1,1,4,4,4,3,2,4,2,2,5,5,4,4,5,2,0,0,satisfied
7510,88321,0,0,4.0,0,1,8,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0,satisfied
7512,103948,1,0,4.0,0,1,8,1,3,1,1,4,1,1,3,3,4,3,5,3,1,0,0,satisfied
7516,68008,0,0,6.0,0,1,7,4,4,4,4,2,4,4,5,5,5,5,3,5,3,2,1,satisfied
7519,80541,1,0,1.0,0,1,6,3,3,3,3,4,4,4,4,5,2,4,3,5,4,0,0,satisfied
7520,112240,1,0,6.0,0,1,5,2,2,2,2,4,4,4,4,4,4,4,5,4,5,2,0,satisfied
7522,94340,1,0,8.0,0,1,7,4,2,4,4,4,4,5,4,4,4,4,3,4,4,0,0,satisfied
7523,105522,0,1,1.0,0,0,1,4,1,4,4,1,4,1,1,4,2,5,4,4,1,2,1,satisfied
7524,87437,0,0,7.0,0,1,8,3,3,3,3,2,5,5,4,4,4,4,3,4,5,3,1,satisfied
7529,77177,1,0,6.0,0,1,8,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,satisfied
7535,51850,0,0,8.0,0,2,0,4,1,1,1,4,4,4,4,4,2,3,3,3,4,0,2,satisfied
7539,98821,1,0,5.0,0,1,6,3,3,3,3,3,5,5,5,5,5,5,3,5,3,0,0,satisfied
7543,129863,0,0,8.0,0,1,0,4,4,4,4,3,5,5,5,5,5,5,4,5,4,0,0,satisfied
7544,94986,0,0,8.0,1,0,0,4,2,4,4,1,4,1,1,4,3,3,2,4,1,0,0,satisfied
